folder	A2	B2	Z	o	h2	cf	cm	dsm	df	dm	alpha	recomb	recomb	a	b	v	gen	printgen	range1	range2	inc1	inc2	run	perturb	pertamt	pertgen	Zoff	dA2	sfert
31111001	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31111001						
31111010	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31111010						
31111011	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31111011						
31111100	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	31111100						
31111101	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31111101						
31111110	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31111110						
31111111	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31111111						
31200000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	31200000						
31200001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31200001						
31200010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31200010						
31200011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31200011						
31200100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	31200100						
31200101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31200101						
31200110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31200110						
31200111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31200111						
31201000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	31201000						
31201001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31201001						
31201010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31201010						
31201011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31201011						
31201100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	31201100						
31201101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31201101						
31201110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31201110						
31201111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31201111						
31210000	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	31210000						
31210001	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31210001						
31210010	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31210010						
31210011	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31210011						
31210100	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	31210100						
31210101	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31210101						
31210110	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31210110						
31210111	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31210111						
31211000	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	31211000						
31211001	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31211001						
31211010	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31211010						
31211011	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31211011						
31211100	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	31211100						
31211101	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31211101						
31211110	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31211110						
31211111	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31211111						
31300000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	31300000						
31300001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31300001						
31300010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31300010						
31300011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31300011						
31300100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	31300100						
31300101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31300101						
31300110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31300110						
31300111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31300111						
31301000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	31301000						
31301001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31301001						
31301010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31301010						
31301011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31301011						
31301100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	31301100						
31301101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31301101						
31301110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31301110						
31301111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31301111						
31310000	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	31310000						
31310001	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31310001						
31310010	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31310010						
31310011	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31310011						
31310100	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	31310100						
31310101	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31310101						
31310110	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31310110						
31310111	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31310111						
31311000	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	31311000						
31311001	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31311001						
31311010	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31311010						
31311011	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31311011						
31311100	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	31311100						
31311101	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	31311101						
31311110	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	31311110						
31311111	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	31311111						
32000000	1	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	32000000						
32000001	1	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	32000001						
32000010	1	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	32000010						
32000011	1	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	32000011						
32000100	1	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	32000100						
32000101	1	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	32000101						
32000110	1	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	32000110						
32000111	1	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	32000111						
32001000	1	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	32001000						
32001001	1	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	32001001						
32001010	1	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	32001010						
32001011	1	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	32001011						
32001100	1	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	32001100						
32001101	1	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	32001101						
32001110	1	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	32001110						
32001111	1	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	32001111						
32010000	1	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	32010000						
32010001	1	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	32010001						
32010010	1	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	32010010						
32010011	1	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	32010011						
32010100	1	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	32010100						
32010101	1	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	32010101						
32010110	1	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	32010110						
32010111	1	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	32010111						
32011000	1	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	32011000						
32011001	1	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	32011001						
32011010	1	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	32011010						
32011011	1	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	32011011						
32011100	1	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	100000	5000	0.1	4	10	10	32011100						
32011101	1	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	100000	5000	0.1	4	10	10	32011101						
32011110	1	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	100000	5000	0.1	4	10	10	32011110						
32011111	1	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	100000	5000	0.1	4	10	10	32011111						
32100000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	32100000						
32100001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	32100001						
32100010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	32100010						
32100011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	32100011						
32100100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	32100100						
32100101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	32100101						
32100110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	32100110						
32100111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	32100111						
32101000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	32101000						
32101001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	32101001						
32101010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	32101010						
32101011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	32101011						
32101100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	32101100						
32101101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	32101101						
32101110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	32101110						
32101111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	32101111						
32110000	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	32110000						
32110001	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	32110001						
32110010	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	32110010						
32110011	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	32110011						
32110100	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	32110100						
32110101	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	32110101						
32110110	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	32110110						
32110111	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	32110111						
32111000	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	32111000						
32111001	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	32111001						
32111010	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	32111010						
32111011	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	32111011						
32111100	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	32111100						
32111101	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	32111101						
32111110	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	32111110						
32111111	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	32111111						
32200000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	32200000						
32200001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	32200001						
32200010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	32200010						
32200011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	32200011						
32200100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	32200100						
32200101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	32200101						
32200110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	32200110						
32200111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	32200111						
32201000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	32201000						
32201001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	32201001						
32201010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	32201010						
32201011	0.99	0.01	3	1	0.5	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	32201011						
32201100	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	32201100						
32201101	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	32201101						
32201110	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	32201110						
32201111	0.99	0.01	3	1	0.5	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	32201111						
32210000	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	32210000						
32210001	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	32210001						
32210010	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	32210010						
32210011	0.99	0.01	3	1	1	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	32210011						
32210100	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	32210100						
32210101	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	32210101						
32210110	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	32210110						
32210111	0.99	0.01	3	1	1	0	0.05	0.01	0.1	0.1	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	32210111						
32211000	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	32211000						
32211001	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	32211001						
32211010	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	32211010						
32211011	0.99	0.01	3	1	1	0	0.01	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	32211011						
32211100	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	32211100						
32211101	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	32211101						
32211110	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	32211110						
32211111	0.99	0.01	3	1	1	0	0.05	0.01	0.15	0.15	0	0.5	0.5	0.1	0.0007	0.3	50000	5000	0.1	4	10	10	32211111						
32300000	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	7.00E-05	0.3	50000	5000	0.1	4	10	10	32300000						
32300001	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.09	0.0007	0.3	50000	5000	0.1	4	10	10	32300001						
32300010	0.99	0.01	3	1	0.5	0	0.01	0.01	0.1	0.1	0	0.5	0.5	0.1	7.00E-05	0.3	50000	5000	0.1	4	10	10	32300010						
